#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1984-10-31 to 2025-11-25
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 672: Olallie Meadows, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous - Start of Day  N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Olallie Meadows (672) 
# Washington  SNOTEL Site - 4010 ft
# Reporting Frequency: Daily; Date Range: 1984-10-31 to 2025-11-25
#
# As of: Nov 25, 2025, 2:29:34 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Observed (degF) Start of Day Values
1997-03-17,93.1,,119.5,32.2
1997-03-18,91.7,,123.5,34.2
1997-03-19,95.1,,126.9,36.7
1997-03-20,95.1,,130.7,32.9
1997-03-21,95.1,,130.7,23.9
1997-03-22,95.1,,130.7,31.5
1997-03-23,93.0,,130.7,34.5
1997-03-24,92.0,,130.7,27.0
1997-03-25,91.3,,130.7,37.8
1997-03-26,91.7,,131.1,38.1
1997-03-27,92.0,,131.4,27.0
1997-03-28,92.7,,132.1,26.2
1997-03-29,93.7,,133.1,27.1
1997-03-30,94.0,,133.4,34.2
1997-03-31,94.0,,133.4,26.6
1997-04-01,93.3,,134.3,25.0
1997-04-02,93.5,,135.1,23.5
1997-04-03,93.5,,135.1,30.9
1997-04-04,94.5,,136.1,19.9
1997-04-05,94.6,,136.2,25.2
1997-04-06,94.7,,136.3,27.9
1997-04-07,94.7,,136.3,30.4
1997-04-08,94.9,,136.5,32.4
1997-04-09,95.1,,136.7,30.7
1997-04-10,95.1,,136.7,31.1
1997-04-11,95.7,,137.3,25.7
1997-04-12,95.7,,137.3,28.9
1997-04-13,95.7,,137.3,31.8
1997-04-14,95.7,,137.3,26.6
1997-04-15,96.3,,138.0,31.1
1997-04-16,96.3,,138.0,36.0
1997-04-17,96.6,,138.3,30.2
1997-04-18,97.0,,138.7,29.8
1997-04-19,97.2,,138.9,32.0
1997-04-20,98.8,,140.5,35.4
1997-04-21,100.1,,141.8,28.4
1997-04-22,100.1,,141.8,35.4
1997-04-23,99.0,,148.5,32.9
1997-04-24,99.4,,148.9,32.4
1997-04-25,98.2,,149.0,34.5
1997-04-26,98.4,,149.1,41.5
1997-04-27,98.6,,149.3,34.5
1997-04-28,99.4,,150.0,31.1
1997-04-29,97.8,,150.6,32.9
1997-04-30,97.2,,151.0,30.4
1997-05-01,97.9,,152.4,28.2
1997-05-02,97.4,,153.0,28.0
1997-05-03,97.4,,153.0,36.3
1997-05-04,97.4,,153.2,33.1
1997-05-05,97.5,,153.5,37.6
1997-05-06,98.5,,154.5,35.1
1997-05-07,99.7,,155.7,32.0
1997-05-08,99.7,,155.7,39.7
1997-05-09,99.6,,155.7,43.3
1997-05-10,98.9,,155.7,41.7
1997-05-11,97.9,,155.7,49.6
1997-05-12,97.1,,155.7,52.2
1997-05-13,96.0,,155.8,46.9
1997-05-14,94.5,,155.8,48.0
1997-05-15,92.8,,155.8,46.0
1997-05-16,91.0,,155.8,43.3
1997-05-17,89.2,,155.9,43.2
1997-05-18,87.6,,155.9,37.6
1997-05-19,86.2,,155.9,44.4
1997-05-20,84.5,,155.9,33.1
1997-05-21,83.7,,155.9,34.5
1997-05-22,82.4,,155.9,36.7
1997-05-23,81.2,,155.9,38.3
1997-05-24,80.5,,156.0,36.3
1997-05-25,79.3,,156.0,37.4
1997-05-26,78.3,,156.2,37.9
1997-05-27,77.3,,156.3,42.1
1997-05-28,76.4,,156.5,43.9
1997-05-29,75.4,,156.7,45.0
1997-05-30,74.0,,156.8,44.1
1997-05-31,72.6,,157.1,48.9
1997-06-01,71.4,,158.0,41.0
1997-06-02,70.0,,158.4,38.5
1997-06-03,68.1,,158.6,44.4
1997-06-04,66.7,,158.9,40.3
1997-06-05,65.4,,158.9,39.7
1997-06-06,63.8,,158.9,38.5
1997-06-07,62.1,,158.9,42.4
1997-06-08,60.7,,158.9,38.5
1997-06-09,58.4,,158.9,40.3
1997-06-10,56.0,,158.9,47.5
1997-06-11,53.5,,158.9,45.1
1997-06-12,51.9,,158.9,39.9
1997-06-13,50.6,,158.9,39.6
1997-06-14,49.0,,158.9,41.4
1997-06-15,46.8,,158.9,47.1
1997-06-16,44.0,,158.9,48.0
1997-06-17,42.5,,159.2,49.3
1997-06-18,39.4,,160.4,42.4
1997-06-19,38.3,,161.1,37.4
1997-06-20,36.8,,161.2,37.6
1997-06-21,35.2,,161.2,41.0
1997-06-22,34.4,,161.9,37.0
1997-06-23,32.6,,162.5,39.4
1997-06-24,31.2,,163.4,39.7
1997-06-25,28.6,,163.4,48.4
1997-06-26,26.3,,163.6,39.2
1997-06-27,24.4,,163.6,40.8
1997-06-28,22.6,,163.6,40.8
1997-06-29,20.9,,164.3,43.3
1997-06-30,19.0,,164.6,41.0
1997-07-01,17.8,,164.8,43.0
1997-07-02,16.5,,165.0,41.7
1997-07-03,14.9,,165.0,45.1
1997-07-04,12.8,,165.0,56.3
1997-07-05,10.2,,165.0,61.2
1997-07-06,8.7,,165.3,48.6
1997-07-07,7.1,,165.9,44.1
1997-07-08,5.8,,165.9,48.2
1997-07-09,4.9,,167.8,49.6
1997-07-10,3.8,,168.6,39.0
1997-07-11,3.2,,169.9,41.7
1997-07-12,2.1,,170.3,41.2
1997-07-13,0.8,,170.3,42.6
1997-07-14,0.0,,170.3,51.3
1997-07-15,0.0,,170.3,50.4
1997-07-16,0.0,,170.3,46.2
1997-07-17,0.0,,170.3,50.5
1997-07-18,0.0,,170.3,48.2
1997-07-19,0.0,,170.3,48.6
1997-07-20,0.0,,170.3,61.2
1997-07-21,0.0,,170.3,56.3
1997-07-22,0.0,,170.3,47.1
1997-07-23,0.0,,170.3,45.1
1997-07-24,0.0,,170.3,46.8
1997-07-25,0.0,,170.3,44.8
1997-07-26,0.0,,170.3,47.1
1997-07-27,0.0,,170.3,50.9
1997-07-28,0.0,,170.3,56.3
1997-07-29,0.0,,170.3,54.0
1997-07-30,0.0,,170.3,49.5
1997-07-31,0.0,,170.3,47.7
1997-08-01,0.0,,170.3,49.5
1997-08-02,0.0,,170.3,51.6
1997-08-03,0.0,,170.3,52.9
1997-08-04,0.0,,170.3,55.9
1997-08-05,0.0,,170.3,56.7
1997-08-06,0.0,,170.3,68.2
1997-08-07,0.0,,170.3,51.3
1997-08-08,0.0,,170.3,51.1
1997-08-09,0.0,,170.3,52.0
1997-08-10,0.0,,170.3,57.4
1997-08-11,0.0,,170.3,58.6
1997-08-12,0.0,,170.3,59.7
1997-08-13,0.0,,170.3,60.4
1997-08-14,0.0,,170.3,58.5
1997-08-15,0.0,,170.3,53.6
1997-08-16,0.0,,170.3,56.8
1997-08-17,0.0,,170.3,58.6
1997-08-18,0.0,,170.3,55.2
1997-08-19,0.0,,170.3,48.6
1997-08-20,0.0,,170.3,62.8
1997-08-21,0.0,,170.3,48.2
1997-08-22,0.0,,170.3,50.0
1997-08-23,0.0,,170.3,51.3
1997-08-24,0.0,,170.3,48.4
1997-08-25,0.0,,170.6,46.9
1997-08-26,0.0,,170.7,52.9
1997-08-27,0.0,,171.3,44.2
1997-08-28,0.0,,171.3,46.8
1997-08-29,0.0,,171.5,47.8
1997-08-30,0.0,,171.5,47.1
1997-08-31,0.0,,171.5,50.0
1997-09-01,0.0,,171.5,53.2
1997-09-02,0.0,,171.5,52.7
1997-09-03,0.0,,171.5,50.9
1997-09-04,0.0,,171.5,47.8
1997-09-05,0.0,,171.5,50.4
1997-09-06,0.0,,171.5,43.7
1997-09-07,0.0,,171.5,50.2
1997-09-08,0.0,,171.5,55.9
1997-09-09,0.0,,171.5,59.5
1997-09-10,0.0,,171.5,60.1
1997-09-11,0.0,,171.5,51.1
1997-09-12,0.0,,171.6,42.4
1997-09-13,0.0,,172.0,39.9
1997-09-14,0.0,,172.1,47.5
1997-09-15,0.0,,172.4,42.6
1997-09-16,0.0,,173.0,40.8
1997-09-17,0.0,,175.0,45.3
1997-09-18,0.0,,177.2,41.7
1997-09-19,0.0,,178.1,42.4
1997-09-20,0.0,,178.1,46.6
1997-09-21,0.0,,178.1,53.2
1997-09-22,0.0,,178.1,57.2
1997-09-23,0.0,,178.1,58.3
1997-09-24,0.0,,178.1,59.5
1997-09-25,0.0,,178.1,60.1
1997-09-26,0.0,,178.3,49.5
1997-09-27,0.0,,180.2,40.6
1997-09-28,0.0,,181.1,44.6
1997-09-29,0.0,,181.4,45.1
1997-09-30,0.0,,181.4,54.1
1997-10-01,0.0,,0.0,47.7
1997-10-02,0.0,,0.7,37.6
1997-10-03,0.0,,2.0,38.1
1997-10-04,0.0,,4.1,42.3
1997-10-05,0.0,,6.8,37.0
1997-10-06,0.0,,7.5,36.3
1997-10-07,0.0,,7.5,34.5
1997-10-08,0.0,,7.6,33.6
1997-10-09,0.0,,8.1,33.1
1997-10-10,0.0,,8.2,34.5
1997-10-11,0.0,,8.6,32.5
1997-10-12,0.0,,9.3,31.6
1997-10-13,0.0,,9.8,37.8
1997-10-14,0.0,,10.0,38.7
1997-10-15,0.0,,10.1,45.3
1997-10-16,0.0,,10.1,48.7
1997-10-17,0.0,,10.1,47.8
1997-10-18,0.0,,10.1,36.9
1997-10-19,0.0,,10.1,37.6
1997-10-20,0.0,,10.1,41.5
1997-10-21,0.0,,10.2,41.4
1997-10-22,0.0,,10.2,37.2
1997-10-23,0.0,,10.3,34.7
1997-10-24,0.0,,10.6,30.2
1997-10-25,0.1,,10.6,34.2
1997-10-26,0.3,,10.6,36.7
1997-10-27,0.8,,11.4,37.2
1997-10-28,0.7,,11.4,33.3
1997-10-29,1.0,,12.6,38.1
1997-10-30,1.0,,15.3,35.6
1997-10-31,1.0,,18.6,36.9
1997-11-01,1.0,,19.6,36.1
1997-11-02,0.9,,19.7,36.1
1997-11-03,0.8,,19.7,37.8
1997-11-04,0.5,,20.5,40.3
1997-11-05,0.0,,20.5,39.9
1997-11-06,0.0,,20.5,40.3
1997-11-07,0.0,,20.7,41.5
1997-11-08,0.0,,20.8,36.0
1997-11-09,0.0,,20.8,35.4
1997-11-10,0.0,,20.8,34.5
1997-11-11,0.0,,20.8,34.7
1997-11-12,0.0,,20.8,33.6
1997-11-13,0.0,,20.8,31.3
1997-11-14,0.0,,20.8,33.8
1997-11-15,0.0,,20.8,31.3
1997-11-16,0.0,,20.8,32.9
1997-11-17,0.0,,20.8,29.7
1997-11-18,1.2,,22.5,32.0
1997-11-19,1.2,,22.6,31.3
1997-11-20,2.1,,23.2,30.6
1997-11-21,3.1,,25.3,29.8
1997-11-22,3.2,,25.9,28.9
1997-11-23,3.2,,26.1,30.7
1997-11-24,4.0,,27.0,32.9
1997-11-25,4.2,,27.2,30.9
1997-11-26,4.4,,27.7,28.6
1997-11-27,4.4,,27.7,31.3
1997-11-28,4.4,,28.0,35.4
1997-11-29,4.3,,28.5,34.5
1997-11-30,4.4,,28.8,30.6
1997-12-01,4.8,,29.2,30.9
1997-12-02,4.8,,29.2,27.3
1997-12-03,4.8,,29.2,26.6
1997-12-04,4.8,,29.2,27.5
1997-12-05,4.8,,29.2,29.3
1997-12-06,4.8,,29.2,24.8
1997-12-07,4.8,,29.2,24.4
1997-12-08,4.8,,29.2,29.1
1997-12-09,5.5,,29.9,25.3
1997-12-10,5.8,,30.0,27.7
1997-12-11,6.3,,30.7,27.5
1997-12-12,6.3,,30.7,23.2
1997-12-13,6.4,,30.8,21.9
1997-12-14,6.4,,30.8,24.4
1997-12-15,6.3,,30.8,26.8
1997-12-16,7.3,,30.8,27.7
1997-12-17,9.8,,35.4,31.6
1997-12-18,10.5,,36.2,25.5
1997-12-19,10.7,,37.1,24.8
1997-12-20,10.9,,37.2,24.8
1997-12-21,11.1,,37.5,25.5
1997-12-22,11.9,,38.3,19.0
1997-12-23,11.9,,38.3,21.6
1997-12-24,13.0,,39.6,28.0
1997-12-25,13.1,,39.7,23.7
1997-12-26,13.4,,40.0,16.9
1997-12-27,13.4,,40.0,26.4
1997-12-28,14.2,,40.8,28.6
1997-12-29,15.2,,43.2,36.7
1997-12-30,14.7,,43.5,32.9
1997-12-31,14.7,,43.5,35.2
1998-01-01,14.6,,43.5,35.4
1998-01-02,15.4,,44.9,21.4
1998-01-03,15.6,,45.1,19.2
1998-01-04,15.7,,45.2,21.6
1998-01-05,16.1,,45.6,25.5
1998-01-06,19.4,,48.9,29.7
1998-01-07,20.8,,50.3,30.2
1998-01-08,21.9,,51.4,23.7
1998-01-09,22.3,,51.8,16.3
1998-01-10,22.3,,51.8,14.2
1998-01-11,22.3,,51.8,9.9
1998-01-12,22.5,,53.2,3.4
1998-01-13,23.3,,53.9,5.0
1998-01-14,24.9,,55.0,22.6
1998-01-15,27.7,,57.8,28.2
1998-01-16,29.0,,59.1,27.1
1998-01-17,30.1,,60.2,29.8
1998-01-18,31.6,,61.7,33.3
1998-01-19,31.8,,61.9,31.6
1998-01-20,32.5,,62.6,29.5
1998-01-21,32.8,,62.9,27.5
1998-01-22,33.2,,63.3,29.3
1998-01-23,33.7,,63.8,27.5
1998-01-24,35.1,,64.2,32.2
1998-01-25,36.7,,65.8,31.1
1998-01-26,36.9,,66.0,32.2
1998-01-27,37.3,,66.3,31.8
1998-01-28,37.4,,66.5,31.1
1998-01-29,37.4,,66.5,33.8
1998-01-30,37.7,,66.7,32.7
1998-01-31,37.8,,66.7,29.8
1998-02-01,37.8,,66.7,29.8
1998-02-02,37.8,,66.7,29.3
1998-02-03,37.9,,66.8,30.4
1998-02-04,37.9,,67.0,34.5
1998-02-05,38.0,,67.1,33.3
1998-02-06,38.0,,67.1,34.2
1998-02-07,37.9,,67.1,34.2
1998-02-08,37.8,,67.1,34.3
1998-02-09,38.4,,67.4,29.7
1998-02-10,38.8,,67.8,26.6
1998-02-11,38.9,,67.9,28.0
1998-02-12,38.8,,68.1,30.6
1998-02-13,41.0,,69.8,31.3
1998-02-14,41.6,,70.9,30.2
1998-02-15,41.7,,71.0,29.3
1998-02-16,42.2,,71.5,26.2
1998-02-17,42.2,,71.5,29.5
1998-02-18,42.3,,71.6,30.9
1998-02-19,42.5,,71.9,33.3
1998-02-20,42.8,,72.1,33.4
1998-02-21,43.8,,72.9,28.9
1998-02-22,44.8,,74.0,28.0
1998-02-23,45.1,,74.6,23.7
1998-02-24,45.2,,74.7,25.2
1998-02-25,45.2,,74.7,25.5
1998-02-26,46.6,,75.1,24.4
1998-02-27,46.9,,76.4,22.5
1998-02-28,46.9,,76.5,26.1
1998-03-01,47.8,,76.7,27.1
1998-03-02,48.3,,77.5,30.7
1998-03-03,49.1,,78.2,24.1
1998-03-04,49.4,,78.6,25.0
1998-03-05,49.4,,78.6,21.2
1998-03-06,49.4,,78.7,21.9
1998-03-07,49.4,,78.7,21.9
1998-03-08,49.4,,78.7,26.2
1998-03-09,50.0,,79.4,29.1
1998-03-10,51.9,,79.7,31.8
1998-03-11,52.2,,81.2,32.7
1998-03-12,52.2,,81.3,37.6
1998-03-13,52.2,,81.3,41.9
1998-03-14,52.2,,81.3,37.9
1998-03-15,52.2,,81.3,36.7
1998-03-16,52.4,,81.5,34.2
1998-03-17,53.4,,82.5,26.2
1998-03-18,53.4,,82.5,29.3
1998-03-19,53.4,,82.5,34.7
1998-03-20,53.4,,82.5,36.5
1998-03-21,53.4,,82.5,38.7
1998-03-22,53.1,,82.7,38.5
1998-03-23,54.8,,83.9,33.3
1998-03-24,54.4,,84.5,33.6
1998-03-25,53.8,,84.8,34.7
1998-03-26,54.1,,85.1,29.3
1998-03-27,55.2,,86.2,23.9
1998-03-28,55.3,,86.3,23.7
1998-03-29,55.4,,86.4,23.7
1998-03-30,55.5,,86.5,24.3
1998-03-31,55.5,,86.5,29.3
1998-04-01,55.6,,86.6,28.8
1998-04-02,52.4,,86.6,30.2
1998-04-03,52.3,,86.6,30.4
1998-04-04,52.4,,86.7,32.7
1998-04-05,52.4,,86.7,32.4
1998-04-06,52.4,,86.7,29.3
1998-04-07,52.5,,86.8,31.1
1998-04-08,52.8,,87.2,25.5
1998-04-09,52.8,,87.2,28.6
1998-04-10,52.9,,87.3,32.7
1998-04-11,53.8,,87.7,29.7
1998-04-12,53.6,,88.1,24.8
1998-04-13,53.7,,88.3,27.0
1998-04-14,53.7,,88.3,28.2
1998-04-15,53.7,,88.4,29.8
1998-04-16,53.6,,88.4,31.6
1998-04-17,53.5,,88.4,31.6
1998-04-18,53.5,,88.4,38.3
1998-04-19,53.5,,88.6,30.2
1998-04-20,53.5,,88.6,37.2
1998-04-21,54.5,,88.6,39.7
1998-04-22,54.5,,88.6,48.6
1998-04-23,54.0,,88.6,46.8
1998-04-24,53.7,,89.2,30.6
1998-04-25,53.2,,90.0,29.7
1998-04-26,52.1,,90.5,32.7
1998-04-27,51.9,,90.5,38.3
1998-04-28,51.8,,90.5,45.1
1998-04-29,52.0,,90.5,45.9
1998-04-30,51.4,,90.5,53.6
1998-05-01,49.9,,90.5,53.6
1998-05-02,47.9,,90.6,50.4
1998-05-03,45.9,,90.6,43.3
1998-05-04,44.4,,90.6,43.2
1998-05-05,43.1,,90.7,43.9
1998-05-06,41.5,,90.7,44.2
1998-05-07,39.7,,90.7,41.5
1998-05-08,38.4,,90.7,38.5
1998-05-09,37.6,,90.7,34.5
1998-05-10,36.9,,90.8,36.3
1998-05-11,36.1,,90.8,36.3
1998-05-12,35.6,,90.9,35.4
1998-05-13,35.1,,91.1,38.8
1998-05-14,34.4,,91.3,31.6
1998-05-15,34.7,,91.9,31.6
1998-05-16,34.8,,92.2,30.7
1998-05-17,34.3,,92.3,36.5
1998-05-18,34.3,,93.0,33.8
1998-05-19,33.4,,93.2,37.8
1998-05-20,32.2,,93.2,39.7
1998-05-21,31.1,,93.3,42.1
1998-05-22,30.1,,93.3,36.1
1998-05-23,28.8,,93.3,38.8
1998-05-24,27.5,,93.4,40.8
1998-05-25,27.1,,94.6,31.5
1998-05-26,26.7,,94.9,32.5
1998-05-27,26.6,,95.2,31.8
1998-05-28,27.1,,95.9,33.4
1998-05-29,26.4,,96.0,42.8
1998-05-30,25.6,,96.1,41.9
1998-05-31,24.5,,96.1,40.5
1998-06-01,22.9,,96.2,47.1
1998-06-02,21.0,,96.2,40.8
1998-06-03,19.3,,96.3,45.5
1998-06-04,17.9,,96.7,44.4
1998-06-05,16.9,,96.7,42.8
1998-06-06,15.4,,96.7,43.0
1998-06-07,13.8,,96.7,47.7
1998-06-08,12.7,,97.1,47.8
1998-06-09,10.9,,97.1,46.9
1998-06-10,9.3,,97.1,45.7
1998-06-11,8.3,,97.1,44.1
1998-06-12,7.4,,97.1,43.3
1998-06-13,6.1,,97.1,46.2
1998-06-14,5.1,,97.1,41.0
1998-06-15,3.3,,97.2,43.7
1998-06-16,2.4,,98.0,36.1
1998-06-17,1.6,,98.2,43.2
1998-06-18,0.7,,98.2,39.4
1998-06-19,0.5,,98.2,39.2
1998-06-20,0.0,,98.2,42.4
1998-06-21,0.0,,98.2,51.1
1998-06-22,0.0,,98.2,
1998-06-23,0.0,,98.2,47.5
1998-06-24,0.0,,98.2,42.1
1998-06-25,0.0,,98.9,40.1
1998-06-26,0.0,,99.4,39.4
1998-06-27,0.0,,99.7,41.9
1998-06-28,0.0,,99.7,43.3
1998-06-29,0.0,,99.7,54.1
1998-06-30,0.0,,99.7,56.3
1998-07-01,0.0,,99.7,53.1
1998-07-02,0.0,,99.7,48.6
1998-07-03,0.0,,99.7,50.7
1998-07-04,0.0,,99.8,47.5
1998-07-05,0.0,,99.8,45.9
1998-07-06,0.0,,99.8,47.8
1998-07-07,0.0,,99.9,51.6
1998-07-08,0.0,,99.9,51.6
1998-07-09,0.0,,99.9,50.4
1998-07-10,0.0,,99.9,54.1
1998-07-11,0.0,,99.9,48.6
1998-07-12,0.0,,100.1,46.0
1998-07-13,0.0,,100.2,45.7
1998-07-14,0.0,,100.2,48.7
1998-07-15,0.0,,100.2,50.7
1998-07-16,0.0,,100.2,55.0
1998-07-17,0.0,,100.2,58.1
1998-07-18,0.0,,100.2,54.7
1998-07-19,0.0,,100.2,52.5
1998-07-20,0.0,,100.3,46.9
1998-07-21,0.0,,100.3,56.3
1998-07-22,0.0,,100.3,62.1
1998-07-23,0.0,,100.3,60.8
1998-07-24,0.0,,100.3,52.5
1998-07-25,0.0,,100.3,50.7
1998-07-26,0.0,,100.3,66.2
1998-07-27,0.0,,100.3,72.0
1998-07-28,0.0,,100.3,68.7
1998-07-29,0.0,,100.3,69.1
1998-07-30,0.0,,100.3,58.6
1998-07-31,0.0,,100.3,54.0
1998-08-01,0.0,,100.3,50.4
1998-08-02,0.0,,100.3,48.6
1998-08-03,0.0,,100.3,65.7
1998-08-04,0.0,,100.3,62.4
1998-08-05,0.0,,100.3,63.1
1998-08-06,0.0,,100.3,49.8
1998-08-07,0.0,,100.3,46.6
1998-08-08,0.0,,100.3,47.5
1998-08-09,0.0,,100.3,54.3
1998-08-10,0.0,,100.3,50.4
1998-08-11,0.0,,100.3,50.7
1998-08-12,0.0,,100.3,55.0
1998-08-13,0.0,,100.3,57.9
1998-08-14,0.0,,100.3,63.1
1998-08-15,0.0,,100.3,52.7
1998-08-16,0.0,,100.5,45.3
1998-08-17,0.0,,100.9,40.1
1998-08-18,0.0,,100.9,41.4
1998-08-19,0.0,,100.9,42.4
1998-08-20,0.0,,100.9,57.7
1998-08-21,0.0,,100.9,50.7
1998-08-22,0.0,,100.9,48.0
1998-08-23,0.0,,100.9,48.6
1998-08-24,0.0,,100.9,46.8
1998-08-25,0.0,,100.9,48.6
1998-08-26,0.0,,100.9,47.1
1998-08-27,0.0,,100.9,47.7
1998-08-28,0.0,,100.9,59.9
1998-08-29,0.0,,100.9,61.5
1998-08-30,0.0,,100.9,54.9
1998-08-31,0.0,,100.9,59.5
1998-09-01,0.0,,100.9,67.8
1998-09-02,0.0,,100.9,59.9
1998-09-03,0.0,,100.9,59.9
1998-09-04,0.0,,100.9,54.1
1998-09-05,0.0,,100.9,55.0
1998-09-06,0.0,,100.9,52.0
1998-09-07,0.0,,100.9,57.4
1998-09-08,0.0,,100.9,47.1
1998-09-09,0.0,,100.9,42.4
1998-09-10,0.0,,101.0,41.2
1998-09-11,0.0,,101.1,47.7
1998-09-12,0.0,,101.1,51.3
1998-09-13,0.0,,101.1,48.9
1998-09-14,0.0,,101.1,51.6
1998-09-15,0.0,,101.1,56.8
1998-09-16,0.0,,101.1,58.1
1998-09-17,0.0,,101.1,51.8
1998-09-18,0.0,,101.1,44.6
1998-09-19,0.0,,101.2,44.4
1998-09-20,0.0,,101.4,40.1
1998-09-21,0.0,,101.4,46.9
1998-09-22,0.0,,101.4,51.3
1998-09-23,0.0,,101.4,52.0
1998-09-24,0.0,,101.4,47.5
1998-09-25,0.0,,101.7,45.5
1998-09-26,0.0,,102.1,39.6
1998-09-27,0.0,,102.1,48.4
1998-09-28,0.0,,102.2,51.6
1998-09-29,0.0,,102.2,50.2
1998-09-30,0.0,,102.2,50.5
1998-10-01,0.0,,0.0,55.8
1998-10-02,0.0,,0.1,39.0
1998-10-03,0.0,,1.0,35.4
1998-10-04,0.0,,1.9,34.2
1998-10-05,0.0,,2.0,37.0
1998-10-06,0.0,,2.1,45.5
1998-10-07,0.0,,2.1,49.8
1998-10-08,0.0,,2.1,47.5
1998-10-09,0.0,,3.2,35.4
1998-10-10,0.0,,3.7,34.2
1998-10-11,0.0,,4.0,34.7
1998-10-12,0.0,,4.0,42.4
1998-10-13,0.0,,4.2,39.9
1998-10-14,0.0,,5.6,36.3
1998-10-15,0.0,,6.6,32.0
1998-10-16,0.0,,7.1,30.6
1998-10-17,0.0,,7.1,37.8
1998-10-18,0.0,,7.9,29.5
1998-10-19,0.0,,7.9,35.8
1998-10-20,0.0,,7.9,42.6
1998-10-21,0.0,,7.9,43.7
1998-10-22,0.0,,7.9,49.3
1998-10-23,0.0,,8.0,47.3
1998-10-24,0.0,,8.0,45.9
1998-10-25,0.0,,8.0,40.1
1998-10-26,0.0,,8.0,41.5
1998-10-27,0.0,,8.1,46.8
1998-10-28,0.0,,8.5,31.3
1998-10-29,0.0,,9.5,30.7
1998-10-30,0.0,,9.5,32.9
1998-10-31,0.0,,9.5,32.0
1998-11-01,0.0,,9.6,34.2
1998-11-02,0.0,,9.6,34.5
1998-11-03,0.0,,9.7,35.6
1998-11-04,0.0,,9.8,32.0
1998-11-05,0.0,,10.3,34.3
1998-11-06,0.8,,11.1,28.9
1998-11-07,0.8,,11.1,28.4
1998-11-08,0.8,,11.1,28.8
1998-11-09,1.0,,11.3,30.6
1998-11-10,1.5,,11.7,29.7
1998-11-11,1.5,,11.7,29.1
1998-11-12,1.7,,11.9,32.5
1998-11-13,1.9,,13.3,36.9
1998-11-14,0.9,,19.0,42.1
1998-11-15,0.8,,19.7,36.9
1998-11-16,0.7,,21.0,32.0
1998-11-17,0.7,,21.3,31.5
1998-11-18,0.7,,21.4,32.5
1998-11-19,1.1,,21.9,30.4
1998-11-20,2.0,,22.6,30.0
1998-11-21,4.4,,27.4,34.2
1998-11-22,6.5,,29.2,29.7
1998-11-23,7.4,,30.8,27.7
1998-11-24,7.8,,31.4,33.6
1998-11-25,10.3,,34.0,30.0
1998-11-26,12.5,,37.9,32.9
1998-11-27,12.6,,38.9,31.6
1998-11-28,12.7,,39.0,27.5
1998-11-29,12.6,,39.1,26.6
1998-11-30,13.1,,39.5,28.4
1998-12-01,13.5,,39.9,29.1
1998-12-02,16.5,,42.2,31.5
1998-12-03,18.7,,44.2,26.1
1998-12-04,18.8,,45.5,23.5
1998-12-05,18.8,,45.5,25.0
1998-12-06,19.7,,45.5,24.4
1998-12-07,20.2,,46.5,26.1
1998-12-08,21.9,,46.6,25.9
