#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1984-10-31 to 2025-11-25
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 791: Stevens Pass, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous - Start of Day  N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Stevens Pass (791) 
# Washington  SNOTEL Site - 3940 ft
# Reporting Frequency: Daily; Date Range: 1984-10-31 to 2025-11-25
#
# As of: Nov 25, 2025, 2:29:33 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Observed (degF) Start of Day Values
1993-01-23,26.3,,34.1,18.5
1993-01-24,26.6,,34.6,17.6
1993-01-25,26.9,,37.6,38.3
1993-01-26,27.1,,39.4,32.0
1993-01-27,27.4,,39.7,29.8
1993-01-28,27.6,,39.7,29.8
1993-01-29,27.8,,39.7,28.9
1993-01-30,27.9,,39.7,23.4
1993-01-31,28.1,,39.7,22.5
1993-02-01,28.2,,39.8,25.5
1993-02-02,28.3,,39.8,21.0
1993-02-03,28.4,,39.8,19.6
1993-02-04,28.4,,39.8,21.2
1993-02-05,28.5,,39.9,30.2
1993-02-06,28.5,,39.9,30.2
1993-02-07,28.5,,40.0,28.8
1993-02-08,28.4,,40.0,33.8
1993-02-09,28.4,,40.0,33.8
1993-02-10,28.4,,40.1,31.8
1993-02-11,28.3,,40.1,29.7
1993-02-12,28.2,,40.1,27.0
1993-02-13,28.2,,40.1,29.3
1993-02-14,28.2,,40.1,25.0
1993-02-15,28.0,,40.1,19.0
1993-02-16,28.0,,40.1,10.9
1993-02-17,27.9,,40.1,8.1
1993-02-18,27.7,,40.1,7.0
1993-02-19,27.6,,40.1,16.5
1993-02-20,27.6,,40.3,16.3
1993-02-21,27.3,,40.4,17.6
1993-02-22,26.9,,40.5,20.5
1993-02-23,26.7,,40.5,13.6
1993-02-24,26.6,,40.5,7.5
1993-02-25,26.6,,40.5,9.9
1993-02-26,26.6,,40.5,10.0
1993-02-27,26.6,,40.5,15.1
1993-02-28,26.6,,40.5,18.7
1993-03-01,26.7,,40.5,22.3
1993-03-02,27.2,,40.7,27.3
1993-03-03,27.4,,40.7,21.2
1993-03-04,27.9,,41.1,26.1
1993-03-05,29.8,,42.3,35.6
1993-03-06,29.8,,42.5,34.0
1993-03-07,29.8,,42.5,30.9
1993-03-08,29.5,,42.5,33.3
1993-03-09,29.6,,42.5,26.1
1993-03-10,29.6,,42.5,25.2
1993-03-11,29.6,,42.5,24.1
1993-03-12,29.4,,42.5,27.5
1993-03-13,29.3,,42.5,21.9
1993-03-14,28.9,,42.5,27.9
1993-03-15,30.9,,44.4,30.7
1993-03-16,31.1,,44.8,21.7
1993-03-17,31.1,,45.1,24.3
1993-03-18,31.4,,45.6,32.5
1993-03-19,31.5,,45.6,27.1
1993-03-20,31.5,,45.7,28.6
1993-03-21,31.5,,46.1,30.6
1993-03-22,31.6,,46.2,35.2
1993-03-23,33.5,,47.8,32.5
1993-03-24,32.5,,48.2,25.5
1993-03-25,31.5,,48.3,22.1
1993-03-26,31.4,,48.3,25.0
1993-03-27,31.2,,48.4,28.0
1993-03-28,31.1,,48.4,25.3
1993-03-29,30.8,,48.4,27.9
1993-03-30,30.7,,48.5,23.7
1993-03-31,30.7,,48.5,25.9
1993-04-01,30.6,,48.7,35.6
1993-04-02,30.5,,48.8,32.4
1993-04-03,30.1,,49.0,33.1
1993-04-04,30.0,,49.3,28.8
1993-04-05,29.4,,49.3,27.0
1993-04-06,29.1,,49.3,25.7
1993-04-07,29.1,,49.7,30.9
1993-04-08,29.1,,49.9,35.6
1993-04-09,29.2,,50.6,30.7
1993-04-10,29.2,,50.9,30.2
1993-04-11,29.1,,51.1,29.7
1993-04-12,29.1,,51.3,29.8
1993-04-13,29.0,,51.3,27.1
1993-04-14,29.0,,51.5,29.3
1993-04-15,29.0,,51.6,32.2
1993-04-16,28.9,,51.7,28.8
1993-04-17,28.8,,51.8,34.0
1993-04-18,28.8,,51.9,31.5
1993-04-19,28.5,,52.6,28.2
1993-04-20,27.8,,52.6,31.3
1993-04-21,27.6,,52.6,34.9
1993-04-22,27.0,,52.6,33.4
1993-04-23,26.1,,52.6,31.8
1993-04-24,25.2,,52.6,33.3
1993-04-25,24.5,,52.7,32.2
1993-04-26,24.1,,53.4,30.2
1993-04-27,24.0,,54.1,30.4
1993-04-28,23.7,,54.1,31.5
1993-04-29,23.5,,54.5,34.0
1993-04-30,23.3,,55.4,32.9
1993-05-01,22.4,,55.6,32.0
1993-05-02,22.1,,56.5,32.4
1993-05-03,21.3,,56.6,32.5
1993-05-04,20.9,,56.9,34.2
1993-05-05,20.2,,57.0,33.8
1993-05-06,19.3,,57.1,35.1
1993-05-07,18.2,,57.4,29.8
1993-05-08,17.8,,57.7,31.5
1993-05-09,17.8,,58.1,31.5
1993-05-10,17.0,,58.4,39.2
1993-05-11,14.5,,59.0,70.5
1993-05-12,13.0,,59.0,
1993-05-13,9.9,,59.0,42.8
1993-05-14,8.4,,59.0,44.4
1993-05-15,6.8,,59.0,37.2
1993-05-16,4.7,,59.0,37.9
1993-05-17,2.2,,59.0,
1993-05-18,0.1,,59.0,45.7
1993-05-19,0.0,,59.0,47.1
1993-05-20,0.0,,59.3,40.6
1993-05-21,0.0,,59.3,
1993-05-22,0.0,,60.5,47.5
1993-05-23,0.0,,60.5,34.2
1993-05-24,0.0,,60.5,45.9
1993-05-25,0.0,,60.5,45.9
1993-05-26,0.0,,60.5,50.2
1993-05-27,0.0,,60.5,45.0
1993-05-28,0.0,,60.6,43.7
1993-05-29,0.0,,61.3,40.3
1993-05-30,0.0,,61.4,45.9
1993-05-31,0.0,,61.7,47.7
1993-06-01,0.0,,62.3,39.6
1993-06-02,0.0,,62.4,41.2
1993-06-03,0.0,,62.7,42.4
1993-06-04,0.0,,63.1,42.3
1993-06-05,0.0,,63.1,45.7
1993-06-06,0.0,,63.1,47.8
1993-06-07,0.0,,63.1,40.3
1993-06-08,0.0,,63.4,36.9
1993-06-09,0.0,,63.5,39.4
1993-06-10,0.0,,64.5,38.1
1993-06-11,0.0,,64.7,35.8
1993-06-12,0.0,,65.0,36.5
1993-06-13,0.0,,65.0,36.1
1993-06-14,0.0,,65.0,47.8
1993-06-15,0.0,,65.0,45.5
1993-06-16,0.0,,65.0,42.4
1993-06-17,0.0,,65.0,
1993-06-18,0.0,,65.0,48.6
1993-06-19,0.0,,65.0,46.4
1993-06-20,0.0,,65.0,43.3
1993-06-21,0.0,,65.0,
1993-06-22,0.0,,65.2,
1993-06-23,0.0,,65.9,
1993-06-24,0.0,,66.4,
1993-06-25,0.0,,66.4,
1993-06-26,0.0,,66.4,
1993-06-27,0.0,,66.4,
1993-06-28,0.0,,66.4,
1993-06-29,0.0,,66.8,
1993-06-30,0.0,,66.9,
1993-07-01,0.0,,67.0,
1993-07-02,0.0,,67.0,
1993-07-03,0.0,,67.1,
1993-07-04,0.0,,67.2,
1993-07-05,0.0,,67.2,
1993-07-06,0.0,,67.2,
1993-07-07,0.0,,67.2,
1993-07-08,0.0,,67.2,
1993-07-09,0.0,,67.2,
1993-07-10,0.0,,67.2,
1993-07-11,0.0,,67.2,
1993-07-12,0.0,,67.2,
1993-07-13,0.0,,67.2,
1993-07-14,0.0,,67.4,
1993-07-15,0.0,,67.5,
1993-07-16,0.0,,67.6,
1993-07-17,0.0,,68.0,
1993-07-18,0.0,,68.0,
1993-07-19,0.0,,68.1,
1993-07-20,0.0,,68.5,
1993-07-21,0.0,,68.6,
1993-07-22,0.0,,68.8,
1993-07-23,0.0,,68.9,
1993-07-24,0.0,,68.9,
1993-07-25,0.0,,68.9,
1993-07-26,0.0,,68.9,
1993-07-27,0.0,,68.9,
1993-07-28,0.0,,68.9,
1993-07-29,0.0,,68.9,50.7
1993-07-30,0.0,,69.1,39.9
1993-07-31,0.0,,69.1,41.9
1993-08-01,0.0,,69.1,48.9
1993-08-02,0.0,,69.1,52.0
1993-08-03,0.0,,69.1,56.5
1993-08-04,0.0,,69.1,57.0
1993-08-05,0.0,,69.1,56.7
1993-08-06,0.0,,69.1,54.9
1993-08-07,0.0,,69.1,50.7
1993-08-08,0.0,,69.1,47.8
1993-08-09,0.0,,69.1,46.6
1993-08-10,0.0,,69.1,48.4
1993-08-11,0.0,,69.1,47.8
1993-08-12,0.0,,69.1,50.5
1993-08-13,0.0,,69.1,49.3
1993-08-14,0.0,,69.1,45.5
1993-08-15,0.0,,69.2,44.4
1993-08-16,0.0,,69.3,47.1
1993-08-17,0.0,,69.3,46.9
1993-08-18,0.0,,69.3,48.9
1993-08-19,0.0,,69.3,51.6
1993-08-20,0.0,,69.3,54.9
1993-08-21,0.0,,69.3,52.2
1993-08-22,0.0,,69.4,47.5
1993-08-23,0.0,,69.8,49.8
1993-08-24,0.0,,70.5,37.2
1993-08-25,0.0,,70.5,33.1
1993-08-26,0.0,,70.5,37.6
1993-08-27,0.0,,70.5,41.7
1993-08-28,0.0,,70.5,40.3
1993-08-29,0.0,,70.5,41.0
1993-08-30,0.0,,70.5,43.0
1993-08-31,0.0,,70.5,45.3
1993-09-01,0.0,,70.5,46.6
1993-09-02,0.0,,70.5,49.8
1993-09-03,0.0,,70.5,54.9
1993-09-04,0.0,,70.5,50.2
1993-09-05,0.0,,70.5,47.7
1993-09-06,0.0,,70.5,53.2
1993-09-07,0.0,,70.5,54.9
1993-09-08,0.0,,70.5,54.3
1993-09-09,0.0,,70.5,51.6
1993-09-10,0.0,,70.5,53.6
1993-09-11,0.0,,70.5,47.8
1993-09-12,0.0,,70.7,39.6
1993-09-13,0.0,,70.7,38.3
1993-09-14,0.0,,70.7,43.5
1993-09-15,0.0,,70.9,39.4
1993-09-16,0.0,,70.9,44.4
1993-09-17,0.0,,70.9,41.7
1993-09-18,0.0,,70.9,38.8
1993-09-19,0.0,,70.9,39.4
1993-09-20,0.0,,71.2,35.6
1993-09-21,0.0,,71.3,30.9
1993-09-22,0.0,,71.3,35.6
1993-09-23,0.0,,71.3,38.7
1993-09-24,0.0,,71.3,
1993-09-25,0.0,,71.3,42.1
1993-09-26,0.0,,71.3,43.0
1993-09-27,0.0,,71.3,47.3
1993-09-28,0.0,,71.3,49.5
1993-09-29,0.0,,71.3,51.3
1993-09-30,0.0,,71.3,47.1
1993-10-01,0.0,,0.0,43.2
1993-10-02,0.0,,0.0,
1993-10-03,0.0,,0.0,49.8
1993-10-04,0.0,,0.0,50.7
1993-10-05,0.0,,0.0,
1993-10-06,0.0,,0.0,42.1
1993-10-07,0.0,,0.4,38.1
1993-10-08,0.0,,0.4,38.8
1993-10-09,0.0,,0.4,
1993-10-10,0.0,,0.4,37.6
1993-10-11,0.0,,0.4,43.5
1993-10-12,0.0,,0.4,43.9
1993-10-13,0.0,,0.7,44.1
1993-10-14,0.0,,1.0,41.2
1993-10-15,0.0,,1.2,41.2
1993-10-16,0.0,,1.5,40.5
1993-10-17,0.0,,1.7,37.9
1993-10-18,0.0,,1.8,38.5
1993-10-19,0.0,,1.9,39.2
1993-10-20,0.0,,1.9,32.9
1993-10-21,0.0,,1.9,38.5
1993-10-22,0.0,,1.9,
1993-10-23,0.0,,1.9,
1993-10-24,0.0,,3.0,36.9
1993-10-25,0.0,,3.2,33.3
1993-10-26,0.0,,3.2,34.7
1993-10-27,0.0,,3.2,
1993-10-28,0.0,,3.2,46.4
1993-10-29,0.0,,3.2,
1993-10-30,0.0,,3.3,33.6
1993-10-31,0.0,,3.3,41.4
1993-11-01,0.0,,3.5,
1993-11-02,0.0,,3.8,30.2
1993-11-03,0.1,,4.3,36.1
1993-11-04,0.1,,5.0,31.6
1993-11-05,0.2,,5.1,28.2
1993-11-06,0.2,,5.1,28.4
1993-11-07,0.1,,5.1,27.0
1993-11-08,0.1,,5.1,27.9
1993-11-09,0.1,,5.1,29.1
1993-11-10,0.1,,5.1,29.3
1993-11-11,0.1,,5.1,31.5
1993-11-12,0.1,,5.1,28.9
1993-11-13,0.1,,5.1,29.1
1993-11-14,0.1,,5.1,21.4
1993-11-15,0.1,,5.1,28.4
1993-11-16,1.1,,6.1,27.7
1993-11-17,1.5,,6.5,21.7
1993-11-18,1.7,,7.1,25.2
1993-11-19,1.9,,7.6,27.9
1993-11-20,1.9,,7.6,22.8
1993-11-21,2.2,,8.4,
1993-11-22,2.5,,9.0,18.0
1993-11-23,2.8,,9.3,9.3
1993-11-24,2.8,,9.3,
1993-11-25,2.9,,9.4,5.7
1993-11-26,2.9,,9.4,5.4
1993-11-27,2.9,,9.5,12.9
1993-11-28,3.1,,9.6,16.7
1993-11-29,3.4,,10.0,22.3
1993-11-30,3.9,,10.4,30.4
1993-12-01,4.8,,11.4,27.9
1993-12-02,6.6,,13.3,31.3
1993-12-03,7.3,,14.2,31.5
1993-12-04,6.9,,15.0,32.5
1993-12-05,7.1,,15.2,
1993-12-06,7.5,,16.0,18.3
1993-12-07,7.5,,16.0,20.1
1993-12-08,8.0,,16.5,
1993-12-09,9.2,,17.4,29.7
1993-12-10,10.5,,18.6,30.2
1993-12-11,10.7,,19.5,31.5
1993-12-12,11.3,,20.2,25.7
1993-12-13,11.5,,20.6,26.8
1993-12-14,11.8,,20.8,26.1
1993-12-15,11.8,,20.9,21.9
1993-12-16,11.8,,20.9,21.2
1993-12-17,11.8,,20.9,20.8
1993-12-18,11.8,,20.9,
1993-12-19,11.8,,20.9,14.2
1993-12-20,11.9,,21.0,20.1
1993-12-21,11.9,,21.0,18.7
1993-12-22,11.9,,21.0,21.4
1993-12-23,11.9,,21.0,25.2
1993-12-24,11.9,,21.0,26.8
1993-12-25,11.9,,21.0,20.7
1993-12-26,11.9,,21.0,27.5
1993-12-27,11.9,,21.0,17.6
1993-12-28,12.0,,21.1,15.3
1993-12-29,12.0,,21.1,18.5
1993-12-30,12.0,,21.1,18.9
1993-12-31,12.4,,21.5,29.8
1994-01-01,13.1,,22.2,25.0
1994-01-02,14.1,,23.2,32.9
1994-01-03,15.0,,24.3,32.7
1994-01-04,15.4,,24.6,31.5
1994-01-05,15.4,,27.6,
1994-01-06,16.9,,27.6,26.8
1994-01-07,16.9,,27.6,27.3
1994-01-08,17.5,,27.6,
1994-01-09,17.5,,28.2,30.9
1994-01-10,17.8,,28.9,31.8
1994-01-11,18.1,,29.3,30.6
1994-01-12,18.2,,29.8,33.4
1994-01-13,18.5,,30.1,34.3
1994-01-14,18.6,,30.3,33.4
1994-01-15,18.6,,30.3,31.8
1994-01-16,19.0,,31.0,30.7
1994-01-17,19.2,,31.2,30.0
1994-01-18,19.3,,31.3,26.8
1994-01-19,19.3,,31.3,31.1
1994-01-20,19.4,,31.4,31.6
1994-01-21,19.4,,31.4,30.9
1994-01-22,19.4,,31.4,31.8
1994-01-23,19.8,,31.8,31.6
1994-01-24,20.0,,32.0,31.5
1994-01-25,20.0,,32.0,32.9
1994-01-26,20.2,,32.2,30.2
1994-01-27,20.2,,32.3,29.1
1994-01-28,20.2,,32.3,23.2
1994-01-29,20.2,,32.3,26.6
1994-01-30,20.2,,32.3,28.8
1994-01-31,20.2,,32.3,20.3
1994-02-01,20.2,,32.3,23.4
1994-02-02,20.2,,32.3,24.1
1994-02-03,20.2,,32.3,23.9
1994-02-04,20.2,,32.3,18.1
1994-02-05,20.2,,32.3,13.1
1994-02-06,20.2,,32.3,22.3
1994-02-07,20.2,,32.3,16.2
1994-02-08,20.4,,32.4,3.2
1994-02-09,20.4,,32.5,16.3
1994-02-10,21.3,,33.5,24.1
1994-02-11,21.3,,33.5,23.5
1994-02-12,21.6,,33.8,25.7
1994-02-13,21.9,,34.1,26.1
1994-02-14,23.6,,35.8,24.3
1994-02-15,24.0,,36.2,26.1
1994-02-16,24.8,,37.0,
1994-02-17,25.3,,37.5,33.1
1994-02-18,25.6,,37.9,27.0
1994-02-19,26.0,,38.3,21.7
1994-02-20,26.2,,38.5,22.6
1994-02-21,26.3,,38.6,26.1
1994-02-22,26.5,,38.9,22.5
1994-02-23,27.8,,40.2,30.0
1994-02-24,29.2,,41.6,18.5
1994-02-25,29.7,,42.1,12.7
1994-02-26,30.3,,42.7,17.2
1994-02-27,30.5,,42.9,23.0
1994-02-28,31.0,,43.6,28.9
1994-03-01,32.0,,45.3,35.1
1994-03-02,32.2,,45.6,37.2
1994-03-03,33.1,,46.5,33.8
1994-03-04,33.5,,47.0,34.3
1994-03-05,34.3,,47.8,25.0
1994-03-06,34.3,,47.9,25.3
1994-03-07,34.3,,47.9,21.6
1994-03-08,34.3,,47.9,23.4
1994-03-09,34.3,,47.9,31.1
1994-03-10,34.6,,48.0,32.2
1994-03-11,34.7,,48.4,30.4
1994-03-12,35.1,,48.5,
1994-03-13,35.3,,48.5,36.7
1994-03-14,35.4,,48.5,34.9
1994-03-15,35.4,,48.5,35.2
1994-03-16,35.4,,48.5,32.7
1994-03-17,36.3,,49.4,28.8
1994-03-18,37.1,,50.2,30.9
1994-03-19,38.1,,51.2,22.5
1994-03-20,38.6,,51.6,25.2
1994-03-21,38.6,,52.2,27.3
1994-03-22,39.2,,52.8,17.6
1994-03-23,39.4,,53.1,21.4
1994-03-24,39.6,,53.2,24.1
1994-03-25,39.6,,53.2,22.5
1994-03-26,39.6,,53.2,28.9
1994-03-27,39.6,,53.2,35.2
1994-03-28,39.6,,53.2,37.2
1994-03-29,39.6,,53.2,36.9
1994-03-30,39.6,,53.2,36.3
1994-03-31,39.6,,53.2,36.1
1994-04-01,39.6,,53.2,35.8
1994-04-02,39.5,,53.2,34.9
1994-04-03,39.5,,53.2,31.3
1994-04-04,39.4,,53.6,30.0
1994-04-05,39.0,,53.7,29.8
1994-04-06,38.7,,53.8,31.3
1994-04-07,39.1,,54.3,27.9
1994-04-08,39.2,,54.7,30.9
1994-04-09,39.3,,55.2,31.3
1994-04-10,39.3,,55.2,32.4
1994-04-11,39.3,,55.2,31.8
1994-04-12,39.3,,55.2,36.0
1994-04-13,39.6,,55.6,29.3
1994-04-14,39.8,,55.9,27.0
1994-04-15,40.0,,56.0,
1994-04-16,40.0,,56.0,38.1
1994-04-17,40.6,,56.0,39.6
1994-04-18,40.6,,56.0,40.3
1994-04-19,40.5,,56.0,39.2
1994-04-20,40.0,,56.0,34.9
1994-04-21,39.8,,56.0,37.8
1994-04-22,38.6,,56.0,34.2
1994-04-23,38.2,,56.0,31.1
1994-04-24,37.4,,56.0,
1994-04-25,36.7,,56.0,
1994-04-26,36.0,,56.0,34.2
1994-04-27,35.6,,56.1,34.7
1994-04-28,34.4,,56.1,36.0
1994-04-29,33.6,,56.1,36.1
1994-04-30,32.6,,56.1,34.5
1994-05-01,31.8,,56.1,27.0
1994-05-02,31.0,,56.1,35.2
1994-05-03,30.5,,56.1,27.9
1994-05-04,30.0,,56.1,36.3
1994-05-05,29.5,,56.1,34.5
1994-05-06,28.0,,56.1,39.9
1994-05-07,27.5,,56.1,41.5
1994-05-08,25.2,,56.1,42.1
1994-05-09,23.5,,56.1,39.9
1994-05-10,21.9,,56.1,40.1
1994-05-11,20.5,,56.1,43.7
1994-05-12,18.7,,56.1,41.4
1994-05-13,17.2,,56.1,34.2
1994-05-14,16.4,,56.1,34.0
1994-05-15,15.7,,56.1,37.6
1994-05-16,14.8,,56.2,34.0
1994-05-17,14.3,,56.2,36.0
1994-05-18,13.8,,56.4,37.6
1994-05-19,12.7,,56.5,37.6
1994-05-20,11.4,,57.2,39.9
1994-05-21,10.8,,57.2,38.3
1994-05-22,9.6,,57.2,38.8
1994-05-23,8.0,,57.2,39.9
1994-05-24,6.5,,57.2,44.2
1994-05-25,5.0,,57.2,48.4
1994-05-26,3.4,,57.2,41.4
1994-05-27,2.8,,57.2,34.7
1994-05-28,2.1,,57.2,33.4
1994-05-29,1.8,,57.2,36.7
1994-05-30,1.0,,58.4,35.4
1994-05-31,0.0,,58.4,47.7
1994-06-01,0.0,,58.5,40.3
1994-06-02,0.0,,58.5,33.6
1994-06-03,0.0,,58.5,41.2
1994-06-04,0.0,,58.6,42.1
1994-06-05,0.0,,58.8,36.1
1994-06-06,0.0,,59.1,40.3
1994-06-07,0.0,,59.4,35.4
1994-06-08,0.0,,59.6,37.2
1994-06-09,0.0,,59.6,38.5
1994-06-10,0.0,,59.6,41.5
1994-06-11,0.0,,59.6,44.4
1994-06-12,0.0,,59.6,48.0
1994-06-13,0.0,,59.8,44.1
1994-06-14,0.0,,60.8,32.9
1994-06-15,0.0,,61.5,35.4
1994-06-16,0.0,,61.6,37.6
1994-06-17,0.0,,61.7,36.7
1994-06-18,0.0,,62.0,42.8
1994-06-19,0.0,,62.0,34.0
1994-06-20,0.0,,62.0,46.6
1994-06-21,0.0,,62.0,46.8
1994-06-22,0.0,,62.0,46.9
1994-06-23,0.0,,62.0,50.5
1994-06-24,0.0,,62.3,41.0
1994-06-25,0.0,,62.3,41.0
1994-06-26,0.0,,62.4,44.8
1994-06-27,0.0,,62.4,42.8
1994-06-28,0.0,,62.4,43.9
1994-06-29,0.0,,62.4,45.3
1994-06-30,0.0,,62.4,43.0
1994-07-01,0.0,,62.4,45.7
1994-07-02,0.0,,63.0,39.7
1994-07-03,0.0,,63.5,40.8
1994-07-04,0.0,,63.5,42.1
1994-07-05,0.0,,63.5,41.0
1994-07-06,0.0,,63.5,45.5
1994-07-07,0.0,,63.5,51.3
1994-07-08,0.0,,63.5,48.7
1994-07-09,0.0,,63.5,47.5
1994-07-10,0.0,,63.5,42.3
1994-07-11,0.0,,63.5,43.3
1994-07-12,0.0,,63.5,44.6
1994-07-13,0.0,,63.5,48.0
1994-07-14,0.0,,63.5,46.9
1994-07-15,0.0,,63.6,51.8
1994-07-16,0.0,,63.6,50.0
1994-07-17,0.0,,63.6,49.6
1994-07-18,0.0,,63.6,48.2
1994-07-19,0.0,,63.6,46.6
1994-07-20,0.0,,63.8,58.6
1994-07-21,0.0,,63.8,61.5
1994-07-22,0.0,,63.8,57.9
1994-07-23,0.0,,63.8,59.7
1994-07-24,0.0,,63.8,55.9
1994-07-25,0.0,,63.8,52.9
1994-07-26,0.0,,63.8,50.5
1994-07-27,0.0,,63.8,46.9
1994-07-28,0.0,,63.8,49.8
1994-07-29,0.0,,63.8,49.8
1994-07-30,0.0,,63.8,49.5
1994-07-31,0.0,,63.8,41.5
1994-08-01,0.0,,63.8,47.8
1994-08-02,0.0,,63.8,51.6
1994-08-03,0.0,,64.1,53.6
1994-08-04,0.0,,64.1,53.1
1994-08-05,0.0,,64.1,51.1
1994-08-06,0.0,,64.1,47.3
1994-08-07,0.0,,64.1,43.3
1994-08-08,0.0,,64.1,46.4
1994-08-09,0.0,,64.1,42.6
1994-08-10,0.0,,64.1,45.7
1994-08-11,0.0,,64.1,50.5
1994-08-12,0.0,,64.1,50.2
1994-08-13,0.0,,64.1,49.1
1994-08-14,0.0,,64.1,51.1
1994-08-15,0.0,,64.1,49.6
1994-08-16,0.0,,64.1,43.7
1994-08-17,0.0,,64.3,48.9
1994-08-18,0.0,,64.3,45.3
1994-08-19,0.0,,64.3,47.8
1994-08-20,0.0,,64.3,48.7
1994-08-21,0.0,,64.3,45.1
1994-08-22,0.0,,64.3,46.0
1994-08-23,0.0,,64.6,46.4
1994-08-24,0.0,,64.6,45.0
1994-08-25,0.0,,64.6,41.2
1994-08-26,0.0,,64.6,45.5
1994-08-27,0.0,,64.6,45.9
1994-08-28,0.0,,64.6,50.7
1994-08-29,0.0,,64.6,48.6
1994-08-30,0.0,,64.6,43.3
1994-08-31,0.0,,64.6,48.9
1994-09-01,0.0,,64.6,46.9
1994-09-02,0.0,,64.6,45.1
1994-09-03,0.0,,64.7,44.4
1994-09-04,0.0,,66.1,44.4
1994-09-05,0.0,,66.2,40.6
1994-09-06,0.0,,66.2,47.3
1994-09-07,0.0,,66.2,46.0
1994-09-08,0.0,,66.2,45.7
1994-09-09,0.0,,66.2,43.0
1994-09-10,0.0,,66.4,38.8
1994-09-11,0.0,,66.5,39.4
1994-09-12,0.0,,66.5,43.3
1994-09-13,0.0,,66.5,39.0
1994-09-14,0.0,,66.5,45.3
1994-09-15,0.0,,67.5,48.6
1994-09-16,0.0,,67.5,47.3
1994-09-17,0.0,,67.5,49.3
1994-09-18,0.0,,67.5,49.8
1994-09-19,0.0,,67.5,47.8
1994-09-20,0.0,,67.5,47.8
1994-09-21,0.0,,67.5,50.9
1994-09-22,0.0,,67.5,49.5
1994-09-23,0.0,,67.5,52.7
1994-09-24,0.0,,67.5,52.2
1994-09-25,0.0,,67.5,52.2
1994-09-26,0.0,,67.5,45.7
1994-09-27,0.0,,67.5,46.0
1994-09-28,0.0,,67.5,51.4
1994-09-29,0.0,,67.5,51.3
1994-09-30,0.0,,67.5,47.7
1994-10-01,0.0,,0.0,47.5
1994-10-02,0.0,,0.0,34.0
1994-10-03,0.0,,0.0,32.0
1994-10-04,0.0,,0.0,46.4
1994-10-05,0.0,,0.0,34.5
1994-10-06,0.0,,0.0,32.9
1994-10-07,0.0,,0.0,38.5
1994-10-08,0.0,,0.0,40.3
1994-10-09,0.0,,0.0,46.4
1994-10-10,0.0,,0.0,42.6
1994-10-11,0.0,,0.0,35.4
1994-10-12,0.0,,0.0,33.6
1994-10-13,0.0,,0.0,30.6
1994-10-14,0.2,,0.4,31.5
1994-10-15,0.6,,1.2,32.2
1994-10-16,0.6,,1.3,30.9
1994-10-17,0.5,,1.3,32.5
1994-10-18,0.0,,1.3,36.7
1994-10-19,0.0,,1.3,34.9
1994-10-20,0.0,,1.7,35.8
1994-10-21,0.0,,3.9,33.8
1994-10-22,0.0,,5.2,31.5
1994-10-23,0.0,,5.5,32.0
1994-10-24,0.0,,5.5,30.9
1994-10-25,0.0,,5.6,33.4
1994-10-26,0.0,,5.9,40.8
