#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 1984-10-31 to 2025-11-25
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 679: Paradise, WA
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Observed    Value       None           Instantaneous - Start of Day  N/A        Degrees fahrenheit  N/A           TOBS          Instantaneously observed air temperature                                                           
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Paradise (679) 
# Washington  SNOTEL Site - 5150 ft
# Reporting Frequency: Daily; Date Range: 1984-10-31 to 2025-11-25
#
# As of: Nov 25, 2025, 2:29:36 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Observed (degF) Start of Day Values
1991-04-12,79.4,,117.2,28.2
1991-04-13,79.4,,117.2,31.3
1991-04-14,79.4,,117.2,29.3
1991-04-15,79.6,,117.2,26.6
1991-04-16,79.8,,117.4,33.3
1991-04-17,79.6,,117.5,31.6
1991-04-18,79.6,,117.5,34.7
1991-04-19,79.6,,117.5,36.7
1991-04-20,80.2,,118.1,38.7
1991-04-21,80.9,,118.8,36.7
1991-04-22,80.9,,118.8,34.7
1991-04-23,80.9,,118.8,30.9
1991-04-24,80.7,,118.8,27.0
1991-04-25,80.5,,118.8,22.8
1991-04-26,80.3,,118.8,22.6
1991-04-27,80.5,,119.1,25.9
1991-04-28,80.6,,119.3,25.2
1991-04-29,81.6,,120.2,24.1
1991-04-30,81.7,,120.3,34.9
1991-05-01,81.7,,120.3,38.7
1991-05-02,81.8,,120.4,37.9
1991-05-03,81.8,,120.4,34.0
1991-05-04,81.8,,120.4,31.1
1991-05-05,81.8,,120.4,35.1
1991-05-06,81.8,,120.4,33.4
1991-05-07,82.0,,120.6,32.9
1991-05-08,83.1,,121.7,30.2
1991-05-09,84.0,,122.6,22.3
1991-05-10,84.3,,122.9,30.0
1991-05-11,84.0,,122.9,35.4
1991-05-12,83.9,,122.9,36.1
1991-05-13,83.9,,123.0,31.6
1991-05-14,83.2,,123.3,31.6
1991-05-15,83.2,,123.4,28.6
1991-05-16,83.2,,123.4,36.3
1991-05-17,83.2,,123.4,36.1
1991-05-18,82.9,,123.6,31.6
1991-05-19,82.5,,123.7,34.0
1991-05-20,82.1,,123.8,36.7
1991-05-21,82.0,,123.8,37.2
1991-05-22,81.6,,124.0,32.4
1991-05-23,80.7,,124.0,29.8
1991-05-24,80.1,,124.0,35.1
1991-05-25,80.3,,124.7,28.4
1991-05-26,80.5,,125.1,30.4
1991-05-27,80.2,,125.3,32.2
1991-05-28,79.6,,125.3,32.0
1991-05-29,79.4,,125.3,34.7
1991-05-30,79.2,,125.7,29.5
1991-05-31,79.0,,125.9,32.2
1991-06-01,78.2,,126.0,37.0
1991-06-02,78.2,,126.0,36.1
1991-06-03,77.0,,126.0,27.3
1991-06-04,76.1,,126.0,28.2
1991-06-05,75.5,,126.1,29.1
1991-06-06,74.9,,126.1,39.7
1991-06-07,74.5,,126.1,36.7
1991-06-08,73.9,,126.2,35.8
1991-06-09,73.5,,126.3,36.1
1991-06-10,72.3,,126.3,46.6
1991-06-11,70.9,,126.3,42.1
1991-06-12,69.3,,126.5,30.9
1991-06-13,69.0,,126.7,29.8
1991-06-14,68.8,,127.0,30.4
1991-06-15,68.8,,127.4,32.9
1991-06-16,68.8,,127.5,31.6
1991-06-17,69.2,,128.3,31.8
1991-06-18,69.0,,128.3,41.0
1991-06-19,68.6,,128.4,47.8
1991-06-20,68.0,,128.9,36.7
1991-06-21,67.3,,129.6,33.8
1991-06-22,66.2,,129.6,36.0
1991-06-23,65.4,,129.6,37.0
1991-06-24,64.3,,129.6,38.1
1991-06-25,63.8,,129.6,38.1
1991-06-26,63.1,,129.8,37.0
1991-06-27,62.6,,129.9,39.7
1991-06-28,61.7,,129.9,43.0
1991-06-29,60.1,,129.9,43.2
1991-06-30,59.4,,129.9,35.6
1991-07-01,58.6,,129.9,40.8
1991-07-02,55.8,,129.9,55.2
1991-07-03,52.5,,129.9,58.1
1991-07-04,49.6,,130.0,45.3
1991-07-05,47.4,,130.2,40.8
1991-07-06,46.0,,130.2,39.9
1991-07-07,44.3,,130.2,48.6
1991-07-08,42.3,,130.2,46.8
1991-07-09,40.6,,130.2,44.6
1991-07-10,39.2,,130.2,38.1
1991-07-11,37.0,,130.2,42.6
1991-07-12,35.3,,130.2,48.7
1991-07-13,33.0,,130.2,49.8
1991-07-14,31.3,,130.2,37.0
1991-07-15,29.7,,130.2,42.8
1991-07-16,28.6,,130.2,42.4
1991-07-17,27.2,,130.5,41.7
1991-07-18,27.2,,130.5,38.8
1991-07-19,24.4,,130.5,40.8
1991-07-20,22.8,,130.5,40.5
1991-07-21,20.6,,130.5,43.9
1991-07-22,18.9,,130.5,47.3
1991-07-23,16.4,,130.5,61.5
1991-07-24,13.8,,130.5,61.2
1991-07-25,12.3,,130.5,46.9
1991-07-26,11.4,,130.9,38.3
1991-07-27,9.6,,130.9,44.6
1991-07-28,7.8,,130.9,46.2
1991-07-29,5.4,,130.9,45.1
1991-07-30,2.7,,130.9,44.4
1991-07-31,0.5,,130.9,50.2
1991-08-01,0.0,,130.9,46.6
1991-08-02,0.0,,130.9,53.1
1991-08-03,0.0,,130.9,55.8
1991-08-04,0.0,,130.9,56.7
1991-08-05,0.0,,130.9,49.6
1991-08-06,0.0,,130.9,53.4
1991-08-07,0.0,,131.0,50.5
1991-08-08,0.0,,131.0,60.1
1991-08-09,0.0,,131.0,51.6
1991-08-10,0.0,,131.1,39.9
1991-08-11,0.0,,131.1,37.6
1991-08-12,0.0,,131.1,41.9
1991-08-13,0.0,,131.1,48.0
1991-08-14,0.0,,131.1,46.8
1991-08-15,0.0,,131.7,56.7
1991-08-16,0.0,,131.7,58.1
1991-08-17,0.0,,131.8,57.9
1991-08-18,0.0,,131.8,59.5
1991-08-19,0.0,,131.8,57.6
1991-08-20,0.0,,131.8,52.0
1991-08-21,0.0,,131.8,53.2
1991-08-22,0.0,,131.8,51.1
1991-08-23,0.0,,131.9,44.1
1991-08-24,0.0,,131.9,38.8
1991-08-25,0.0,,131.9,38.1
1991-08-26,0.0,,131.9,36.1
1991-08-27,0.0,,131.9,48.4
1991-08-28,0.0,,132.5,43.2
1991-08-29,0.0,,132.5,46.4
1991-08-30,0.0,,132.5,52.0
1991-08-31,0.0,,132.5,50.2
1991-09-01,0.0,,134.5,37.0
1991-09-02,0.0,,134.5,36.5
1991-09-03,0.0,,134.5,52.5
1991-09-04,0.0,,134.5,71.4
1991-09-05,0.0,,134.7,56.1
1991-09-06,0.0,,134.7,51.4
1991-09-07,0.0,,134.7,48.7
1991-09-08,0.0,,134.7,34.7
1991-09-09,0.0,,134.7,43.2
1991-09-10,0.0,,134.7,44.4
1991-09-11,0.0,,134.7,44.1
1991-09-12,0.0,,134.7,46.0
1991-09-13,0.0,,134.7,43.2
1991-09-14,0.0,,134.7,33.3
1991-09-15,0.0,,134.7,44.8
1991-09-16,0.0,,134.7,51.8
1991-09-17,0.0,,134.7,58.1
1991-09-18,0.0,,134.7,54.0
1991-09-19,0.0,,134.7,53.4
1991-09-20,0.0,,134.7,43.7
1991-09-21,0.0,,134.7,33.4
1991-09-22,0.0,,134.7,43.2
1991-09-23,0.0,,134.7,43.3
1991-09-24,0.0,,134.7,54.9
1991-09-25,0.0,,134.7,63.0
1991-09-26,0.0,,134.7,59.4
1991-09-27,0.0,,134.7,50.9
1991-09-28,0.0,,134.7,48.6
1991-09-29,0.0,,134.7,48.9
1991-09-30,0.0,,134.7,56.8
1991-10-01,0.0,,0.0,48.0
1991-10-02,0.0,,0.0,41.0
1991-10-03,0.0,,0.0,38.3
1991-10-04,0.0,,0.0,43.5
1991-10-05,0.0,,0.0,48.0
1991-10-06,0.0,,0.0,59.2
1991-10-07,0.0,,0.0,36.0
1991-10-08,0.0,,0.0,43.5
1991-10-09,0.0,,0.0,49.5
1991-10-10,0.0,,0.0,61.3
1991-10-11,0.0,,0.0,61.2
1991-10-12,0.0,,0.0,45.0
1991-10-13,0.0,,0.0,42.4
1991-10-14,0.0,,0.0,54.3
1991-10-15,0.0,,0.0,53.2
1991-10-16,0.0,,0.0,49.6
1991-10-17,0.0,,0.5,26.6
1991-10-18,0.0,,0.6,27.1
1991-10-19,0.2,,0.7,39.0
1991-10-20,0.2,,0.8,41.2
1991-10-21,0.2,,0.8,37.6
1991-10-22,0.3,,1.0,28.6
1991-10-23,1.2,,1.9,26.1
1991-10-24,1.6,,2.5,28.4
1991-10-25,2.8,,3.7,26.2
1991-10-26,3.1,,4.1,28.2
1991-10-27,3.2,,4.4,19.4
1991-10-28,3.1,,4.4,20.5
1991-10-29,3.6,,4.9,19.8
1991-10-30,3.7,,5.1,17.6
1991-10-31,3.6,,5.1,24.3
1991-11-01,3.9,,5.6,30.7
1991-11-02,4.0,,6.0,17.6
1991-11-03,3.9,,6.1,32.9
1991-11-04,3.9,,6.1,36.7
1991-11-05,4.3,,8.8,40.5
1991-11-06,2.9,,10.6,30.7
1991-11-07,2.7,,10.7,39.4
1991-11-08,2.5,,11.0,42.3
1991-11-09,2.1,,11.6,32.5
1991-11-10,2.1,,11.7,34.3
1991-11-11,1.9,,11.8,36.9
1991-11-12,1.4,,13.9,37.4
1991-11-13,1.2,,15.0,28.0
1991-11-14,1.8,,15.8,26.1
1991-11-15,1.9,,16.0,21.2
1991-11-16,2.1,,16.2,37.8
1991-11-17,2.9,,17.1,29.3
1991-11-18,3.7,,17.9,27.5
1991-11-19,4.5,,18.7,31.3
1991-11-20,7.2,,20.9,30.7
1991-11-21,8.5,,21.9,24.3
1991-11-22,8.9,,22.5,17.2
1991-11-23,9.0,,22.6,25.5
1991-11-24,9.6,,23.3,33.6
1991-11-25,10.4,,25.8,31.6
1991-11-26,10.6,,27.0,28.8
1991-11-27,12.1,,28.2,24.4
1991-11-28,12.3,,28.7,22.8
1991-11-29,14.0,,29.9,19.4
1991-11-30,14.0,,30.1,15.1
1991-12-01,14.2,,30.1,30.0
1991-12-02,14.7,,31.7,25.7
1991-12-03,15.1,,32.1,30.7
1991-12-04,15.3,,32.6,30.7
1991-12-05,16.0,,33.3,36.1
1991-12-06,16.9,,35.5,30.2
1991-12-07,18.1,,36.2,26.4
1991-12-08,19.9,,37.0,27.9
1991-12-09,20.6,,37.9,30.0
1991-12-10,21.4,,38.3,19.6
1991-12-11,21.9,,38.4,25.3
1991-12-12,24.3,,38.9,29.7
1991-12-13,25.7,,39.5,19.4
1991-12-14,25.7,,39.5,25.3
1991-12-15,25.7,,40.0,30.9
1991-12-16,25.7,,40.3,30.4
1991-12-17,25.8,,41.3,35.2
1991-12-18,25.9,,41.4,30.7
1991-12-19,26.3,,41.8,21.4
1991-12-20,26.8,,41.9,21.4
1991-12-21,27.1,,42.2,31.1
1991-12-22,27.9,,42.6,31.6
1991-12-23,28.3,,42.8,34.3
1991-12-24,28.3,,42.8,34.7
1991-12-25,28.3,,42.9,31.8
1991-12-26,28.5,,43.0,37.0
1991-12-27,28.7,,43.1,34.3
1991-12-28,28.9,,43.3,39.9
1991-12-29,29.0,,43.6,27.5
1991-12-30,29.0,,43.7,28.2
1991-12-31,29.2,,43.9,25.9
1992-01-01,29.3,,43.9,30.6
1992-01-02,30.7,,45.0,25.5
1992-01-03,30.9,,45.2,29.1
1992-01-04,31.1,,45.3,27.3
1992-01-05,31.7,,45.8,25.5
1992-01-06,32.0,,45.9,22.6
1992-01-07,31.7,,46.1,13.6
1992-01-08,31.9,,46.2,25.0
1992-01-09,32.1,,46.2,37.8
1992-01-10,32.6,,46.2,35.2
1992-01-11,33.4,,47.0,22.8
1992-01-12,33.6,,47.3,16.7
1992-01-13,33.8,,47.3,23.5
1992-01-14,33.8,,47.4,29.7
1992-01-15,33.9,,47.4,32.2
1992-01-16,34.5,,47.8,31.6
1992-01-17,35.1,,48.4,29.8
1992-01-18,35.2,,48.4,35.2
1992-01-19,35.1,,48.4,38.5
1992-01-20,35.1,,48.4,31.6
1992-01-21,35.3,,48.6,28.0
1992-01-22,36.0,,49.2,21.4
1992-01-23,40.8,,52.3,34.0
1992-01-24,41.9,,53.4,32.4
1992-01-25,41.1,,53.8,32.4
1992-01-26,42.0,,54.6,23.2
1992-01-27,42.3,,54.7,31.8
1992-01-28,46.8,,57.2,33.1
1992-01-29,46.0,,58.2,30.2
1992-01-30,46.2,,59.3,36.1
1992-01-31,47.8,,60.3,36.3
1992-02-01,47.9,,60.7,30.7
1992-02-02,47.5,,61.0,27.0
1992-02-03,47.4,,61.0,36.7
1992-02-04,47.3,,61.0,38.7
1992-02-05,47.3,,61.1,36.5
1992-02-06,47.2,,61.1,33.6
1992-02-07,47.2,,61.1,36.1
1992-02-08,47.2,,61.1,29.3
1992-02-09,47.2,,61.2,31.5
1992-02-10,47.3,,61.3,36.1
1992-02-11,47.1,,61.3,33.3
1992-02-12,47.1,,61.3,35.6
1992-02-13,47.1,,61.3,34.7
1992-02-14,47.2,,61.5,30.2
1992-02-15,47.6,,61.9,26.1
1992-02-16,47.6,,62.2,19.9
1992-02-17,47.5,,62.2,26.8
1992-02-18,48.3,,62.7,25.0
1992-02-19,49.1,,63.3,24.4
1992-02-20,50.0,,63.9,32.7
1992-02-21,51.7,,64.7,29.5
1992-02-22,53.5,,66.1,30.4
1992-02-23,53.7,,66.9,22.3
1992-02-24,54.4,,67.5,34.0
1992-02-25,55.5,,67.9,39.4
1992-02-26,54.6,,68.0,46.2
1992-02-27,54.3,,68.0,44.1
1992-02-28,54.2,,68.0,41.5
1992-02-29,54.2,,68.0,37.0
1992-03-01,54.1,,68.0,39.9
1992-03-02,54.1,,68.0,28.6
1992-03-03,54.2,,68.0,34.2
1992-03-04,54.6,,68.4,30.2
1992-03-05,54.8,,68.7,32.0
1992-03-06,54.9,,68.8,32.0
1992-03-07,54.8,,68.9,30.0
1992-03-08,54.7,,68.9,32.0
1992-03-09,54.6,,68.9,34.2
1992-03-10,54.6,,68.9,34.0
1992-03-11,54.5,,68.9,34.7
1992-03-12,54.3,,68.9,39.4
1992-03-13,54.3,,68.9,43.9
1992-03-14,54.2,,68.9,44.2
1992-03-15,54.6,,69.3,34.5
1992-03-16,54.8,,69.4,32.4
1992-03-17,54.8,,69.8,29.8
1992-03-18,55.0,,70.2,25.3
1992-03-19,54.9,,70.3,28.9
1992-03-20,55.1,,70.3,34.0
1992-03-21,54.8,,70.3,34.3
1992-03-22,54.8,,70.3,35.6
1992-03-23,55.0,,70.3,32.9
1992-03-24,55.0,,70.3,30.0
1992-03-25,54.7,,70.3,38.5
1992-03-26,54.5,,70.3,35.8
1992-03-27,54.3,,70.4,28.4
1992-03-28,54.5,,70.5,27.9
1992-03-29,54.5,,70.5,32.0
1992-03-30,54.2,,70.5,35.6
1992-03-31,54.1,,70.5,35.2
1992-04-01,53.7,,70.5,43.7
1992-04-02,53.3,,70.5,47.3
1992-04-03,53.0,,70.5,33.8
1992-04-04,52.4,,70.7,24.6
1992-04-05,52.9,,71.5,22.8
1992-04-06,53.7,,72.3,19.9
1992-04-07,53.8,,72.6,18.1
1992-04-08,53.8,,72.7,20.1
1992-04-09,53.9,,72.8,31.5
1992-04-10,54.7,,73.2,28.0
1992-04-11,54.6,,73.2,32.5
1992-04-12,55.0,,73.6,33.3
1992-04-13,54.8,,73.7,35.2
1992-04-14,55.0,,74.1,33.1
1992-04-15,54.8,,74.1,40.8
1992-04-16,54.9,,74.5,38.8
1992-04-17,55.5,,76.5,31.6
1992-04-18,55.7,,77.9,28.2
1992-04-19,55.3,,77.9,27.1
1992-04-20,55.2,,77.9,38.1
1992-04-21,54.9,,77.9,28.4
1992-04-22,55.1,,78.2,24.4
1992-04-23,55.3,,78.5,20.7
1992-04-24,55.4,,78.6,35.2
1992-04-25,55.2,,78.6,43.9
1992-04-26,54.9,,78.6,43.7
1992-04-27,54.6,,78.7,41.2
1992-04-28,53.5,,78.9,42.4
1992-04-29,52.7,,79.2,46.2
1992-04-30,52.1,,80.6,33.1
1992-05-01,51.4,,80.6,26.4
1992-05-02,50.8,,80.6,34.3
1992-05-03,50.0,,80.6,49.3
1992-05-04,48.8,,80.7,52.7
1992-05-05,47.3,,80.7,54.1
1992-05-06,45.8,,80.7,55.8
1992-05-07,44.3,,80.7,47.5
1992-05-08,43.5,,80.9,32.2
1992-05-09,43.8,,81.2,30.6
1992-05-10,43.8,,81.8,33.8
1992-05-11,43.9,,82.1,23.5
1992-05-12,43.8,,82.1,24.8
1992-05-13,42.9,,82.3,38.5
1992-05-14,42.0,,82.3,39.0
1992-05-15,40.9,,82.4,33.8
1992-05-16,39.8,,82.4,43.3
1992-05-17,38.5,,82.4,44.8
1992-05-18,37.3,,82.5,47.5
1992-05-19,36.1,,82.5,39.4
1992-05-20,34.7,,82.6,28.8
1992-05-21,33.8,,82.6,27.9
1992-05-22,32.8,,82.6,40.8
1992-05-23,31.7,,82.6,46.2
1992-05-24,30.0,,82.6,51.1
1992-05-25,27.8,,82.6,54.9
1992-05-26,26.8,,82.6,43.0
1992-05-27,25.7,,82.6,35.2
1992-05-28,24.3,,82.6,39.2
1992-05-29,23.4,,82.6,39.9
1992-05-30,21.9,,82.6,39.2
1992-05-31,20.2,,82.6,45.5
1992-06-01,18.0,,82.6,52.0
1992-06-02,16.3,,82.7,38.1
1992-06-03,14.4,,82.7,40.8
1992-06-04,13.0,,82.7,39.2
1992-06-05,11.8,,82.7,38.3
1992-06-06,10.4,,82.7,43.5
1992-06-07,8.8,,82.7,43.5
1992-06-08,6.9,,82.7,37.8
1992-06-09,5.1,,82.7,42.1
1992-06-10,3.1,,82.7,38.8
1992-06-11,0.7,,82.7,48.2
1992-06-12,0.2,,82.7,39.7
1992-06-13,0.3,,83.0,35.1
1992-06-14,0.3,,83.2,34.9
1992-06-15,0.1,,83.2,37.9
1992-06-16,0.1,,83.3,39.2
1992-06-17,0.1,,83.5,37.8
1992-06-18,0.0,,83.5,45.3
1992-06-19,0.0,,83.5,48.9
1992-06-20,0.0,,83.5,46.8
1992-06-21,0.0,,83.5,52.2
1992-06-22,0.0,,83.5,58.8
1992-06-23,0.0,,83.6,65.7
1992-06-24,0.0,,83.6,58.8
1992-06-25,0.0,,83.6,57.4
1992-06-26,0.0,,83.6,49.6
1992-06-27,0.0,,83.6,48.9
1992-06-28,0.0,,83.6,57.0
1992-06-29,0.0,,83.7,44.1
1992-06-30,0.0,,84.6,36.9
1992-07-01,0.0,,84.6,44.1
1992-07-02,0.0,,84.9,43.2
1992-07-03,0.0,,84.9,43.9
1992-07-04,0.0,,84.9,52.0
1992-07-05,0.0,,86.0,40.1
1992-07-06,0.0,,86.3,41.5
1992-07-07,0.0,,86.5,42.4
1992-07-08,0.0,,86.5,41.4
1992-07-09,0.0,,86.7,42.3
1992-07-10,0.0,,86.7,44.2
1992-07-11,0.0,,86.8,43.2
1992-07-12,0.0,,86.8,46.9
1992-07-13,0.0,,86.8,46.9
1992-07-14,0.0,,86.8,40.5
1992-07-15,0.0,,86.8,42.8
1992-07-16,0.0,,86.8,56.8
1992-07-17,0.0,,86.8,59.4
1992-07-18,0.0,,86.8,60.1
1992-07-19,0.0,,86.9,55.4
1992-07-20,0.0,,86.9,53.1
1992-07-21,0.0,,86.9,46.4
1992-07-22,0.0,,87.0,45.3
1992-07-23,0.0,,87.1,42.3
1992-07-24,0.0,,88.0,40.6
1992-07-25,0.0,,88.1,48.7
1992-07-26,0.0,,88.1,48.9
1992-07-27,0.0,,88.1,45.0
1992-07-28,0.0,,88.1,48.4
1992-07-29,0.0,,88.1,50.0
1992-07-30,0.0,,88.1,61.9
1992-07-31,0.0,,88.1,62.1
1992-08-01,0.0,,88.1,53.8
1992-08-02,0.0,,88.1,43.7
1992-08-03,0.0,,88.1,47.1
1992-08-04,0.0,,88.1,46.4
1992-08-05,0.0,,88.1,41.9
1992-08-06,0.0,,88.1,47.7
1992-08-07,0.0,,88.5,45.9
1992-08-08,0.0,,89.0,38.8
1992-08-09,0.0,,89.1,37.9
1992-08-10,0.0,,89.1,54.9
1992-08-11,0.0,,89.1,63.7
1992-08-12,0.0,,89.1,69.3
1992-08-13,0.0,,89.1,66.6
1992-08-14,0.0,,89.1,56.7
1992-08-15,0.0,,89.1,50.7
1992-08-16,0.0,,89.1,50.0
1992-08-17,0.0,,89.1,63.5
1992-08-18,0.0,,89.1,58.1
1992-08-19,0.0,,89.1,51.4
1992-08-20,0.0,,89.1,47.1
1992-08-21,0.0,,89.1,45.3
1992-08-22,0.0,,89.1,40.8
1992-08-23,0.0,,89.2,32.9
1992-08-24,0.0,,89.2,40.3
1992-08-25,0.0,,89.2,43.7
1992-08-26,0.0,,89.2,50.0
1992-08-27,0.0,,89.2,48.2
1992-08-28,0.0,,89.2,42.3
1992-08-29,0.0,,89.2,50.9
1992-08-30,0.0,,89.2,47.3
1992-08-31,0.0,,89.2,44.4
1992-09-01,0.0,,89.2,45.3
1992-09-02,0.0,,89.2,42.3
1992-09-03,0.0,,89.2,45.3
1992-09-04,0.0,,89.2,41.7
1992-09-05,0.0,,89.7,28.0
1992-09-06,0.0,,89.9,33.1
1992-09-07,0.0,,89.9,34.3
1992-09-08,0.0,,90.4,41.9
1992-09-09,0.0,,92.0,35.2
1992-09-10,0.0,,92.0,50.7
1992-09-11,0.0,,92.0,49.8
1992-09-12,0.0,,92.0,32.5
1992-09-13,0.0,,92.0,29.8
1992-09-14,0.0,,92.0,30.0
1992-09-15,0.0,,92.0,34.3
1992-09-16,0.0,,92.2,35.6
1992-09-17,0.0,,92.2,37.0
1992-09-18,0.0,,92.2,43.2
1992-09-19,0.0,,92.2,43.5
1992-09-20,0.0,,92.2,43.9
1992-09-21,0.0,,92.8,47.3
1992-09-22,0.0,,93.0,54.9
1992-09-23,0.0,,93.0,48.7
1992-09-24,0.0,,94.8,37.0
1992-09-25,0.1,,97.2,34.9
1992-09-26,0.1,,97.2,37.9
1992-09-27,0.1,,97.7,31.3
1992-09-28,0.1,,97.7,46.6
1992-09-29,0.1,,97.7,59.5
1992-09-30,0.0,,97.7,58.5
1992-10-01,0.0,,0.0,62.6
1992-10-02,0.0,,0.0,43.7
1992-10-03,0.0,,0.0,42.6
1992-10-04,0.0,,0.5,35.8
1992-10-05,0.0,,0.5,33.8
1992-10-06,0.0,,0.6,38.8
1992-10-07,0.0,,0.6,50.2
1992-10-08,0.0,,0.6,45.7
1992-10-09,0.0,,0.6,32.0
1992-10-10,0.0,,0.6,45.0
1992-10-11,0.0,,0.6,42.1
1992-10-12,0.0,,0.6,43.2
1992-10-13,0.0,,1.0,40.5
1992-10-14,0.0,,1.1,28.4
1992-10-15,0.0,,1.2,27.0
1992-10-16,0.0,,1.2,32.2
1992-10-17,0.0,,1.6,36.0
1992-10-18,0.0,,1.6,48.4
1992-10-19,0.0,,1.9,41.7
1992-10-20,0.0,,3.2,40.1
1992-10-21,0.0,,3.6,39.4
1992-10-22,0.0,,4.0,33.8
1992-10-23,0.0,,4.0,48.2
1992-10-24,0.0,,4.0,47.8
1992-10-25,0.0,,4.0,45.3
1992-10-26,0.0,,4.1,37.0
1992-10-27,0.0,,4.1,40.5
1992-10-28,0.0,,4.1,39.7
1992-10-29,0.0,,4.3,33.1
1992-10-30,0.2,,4.7,31.6
1992-10-31,0.6,,5.2,31.3
1992-11-01,1.1,,6.5,29.7
1992-11-02,1.6,,7.1,29.1
1992-11-03,1.7,,7.5,29.7
1992-11-04,1.8,,7.8,32.0
1992-11-05,1.6,,8.7,30.0
1992-11-06,1.5,,8.7,37.0
1992-11-07,1.5,,9.9,39.9
1992-11-08,1.5,,10.5,28.6
1992-11-09,2.9,,11.7,22.8
1992-11-10,3.0,,12.1,18.0
1992-11-11,3.1,,12.1,29.5
1992-11-12,3.8,,13.7,34.0
1992-11-13,3.8,,13.7,38.8
1992-11-14,3.8,,13.7,44.8
1992-11-15,3.7,,13.7,39.6
1992-11-16,3.7,,13.7,37.9
1992-11-17,3.8,,13.9,31.1
1992-11-18,4.4,,14.3,30.6
1992-11-19,5.0,,14.9,29.3
1992-11-20,6.3,,15.7,23.7
1992-11-21,6.7,,16.3,27.9
1992-11-22,10.5,,19.3,26.6
1992-11-23,11.9,,20.5,19.4
1992-11-24,12.1,,20.7,26.1
1992-11-25,12.1,,20.7,27.9
1992-11-26,12.1,,20.7,28.8
1992-11-27,12.4,,20.9,34.9
1992-11-28,12.9,,21.9,23.7
1992-11-29,12.9,,22.0,21.4
1992-11-30,13.4,,22.3,29.7
1992-12-01,14.8,,23.5,23.2
1992-12-02,15.2,,23.7,21.4
1992-12-03,15.2,,23.8,19.6
1992-12-04,15.2,,23.8,26.1
1992-12-05,15.3,,23.8,25.9
1992-12-06,15.4,,23.8,28.9
1992-12-07,15.5,,23.8,21.0
1992-12-08,15.7,,23.9,24.1
1992-12-09,17.9,,25.6,21.7
1992-12-10,18.8,,26.0,21.7
1992-12-11,20.5,,27.2,18.3
1992-12-12,20.8,,27.5,22.8
1992-12-13,20.8,,27.6,23.2
1992-12-14,21.2,,28.4,33.1
1992-12-15,21.5,,29.4,19.9
1992-12-16,21.6,,29.4,22.3
1992-12-17,22.5,,30.0,19.2
1992-12-18,22.6,,30.3,15.3
1992-12-19,22.7,,30.4,19.9
1992-12-20,24.6,,31.6,26.2
1992-12-21,26.5,,32.8,25.0
1992-12-22,27.5,,33.4,24.4
1992-12-23,28.4,,34.4,28.8
1992-12-24,28.7,,34.5,28.0
1992-12-25,28.7,,34.6,23.2
1992-12-26,29.7,,35.3,27.9
1992-12-27,30.5,,35.9,16.9
1992-12-28,30.9,,36.1,24.3
1992-12-29,31.2,,36.4,22.3
1992-12-30,31.5,,36.6,18.3
1992-12-31,31.6,,36.7,13.6
1993-01-01,31.8,,36.8,16.2
1993-01-02,31.9,,36.9,7.7
